+----------------------+------+--------+-------+-----------+
|      series id       | year | period | value | footnotes |
+----------------------+------+--------+-------+-----------+
| LASST240000000000003 | 2008 |  M12   |  5.7  |           |
| LASST240000000000003 | 2008 |  M11   |  5.4  |           |
| LASST240000000000003 | 2008 |  M10   |  5.0  |           |
| LASST240000000000003 | 2008 |  M09   |  4.7  |           |
| LASST240000000000003 | 2008 |  M08   |  4.5  |           |
| LASST240000000000003 | 2008 |  M07   |  4.2  |           |
| LASST240000000000003 | 2008 |  M06   |  4.0  |           |
| LASST240000000000003 | 2008 |  M05   |  3.8  |           |
| LASST240000000000003 | 2008 |  M04   |  3.6  |           |
| LASST240000000000003 | 2008 |  M03   |  3.4  |           |
| LASST240000000000003 | 2008 |  M02   |  3.4  |           |
| LASST240000000000003 | 2008 |  M01   |  3.3  |           |
| LASST240000000000003 | 2007 |  M12   |  3.3  |           |
| LASST240000000000003 | 2007 |  M11   |  3.4  |           |
| LASST240000000000003 | 2007 |  M10   |  3.4  |           |
| LASST240000000000003 | 2007 |  M09   |  3.4  |           |
| LASST240000000000003 | 2007 |  M08   |  3.4  |           |
| LASST240000000000003 | 2007 |  M07   |  3.4  |           |
| LASST240000000000003 | 2007 |  M06   |  3.4  |           |
| LASST240000000000003 | 2007 |  M05   |  3.4  |           |
| LASST240000000000003 | 2007 |  M04   |  3.5  |           |
| LASST240000000000003 | 2007 |  M03   |  3.5  |           |
| LASST240000000000003 | 2007 |  M02   |  3.6  |           |
| LASST240000000000003 | 2007 |  M01   |  3.7  |           |
| LASST240000000000003 | 2006 |  M12   |  3.7  |           |
| LASST240000000000003 | 2006 |  M11   |  3.8  |           |
| LASST240000000000003 | 2006 |  M10   |  3.9  |           |
| LASST240000000000003 | 2006 |  M09   |  4.0  |           |
| LASST240000000000003 | 2006 |  M08   |  4.0  |           |
| LASST240000000000003 | 2006 |  M07   |  4.0  |           |
| LASST240000000000003 | 2006 |  M06   |  4.0  |           |
| LASST240000000000003 | 2006 |  M05   |  3.9  |           |
| LASST240000000000003 | 2006 |  M04   |  3.8  |           |
| LASST240000000000003 | 2006 |  M03   |  3.8  |           |
| LASST240000000000003 | 2006 |  M02   |  3.7  |           |
| LASST240000000000003 | 2006 |  M01   |  3.8  |           |
| LASST240000000000003 | 2005 |  M12   |  3.8  |           |
| LASST240000000000003 | 2005 |  M11   |  3.9  |           |
| LASST240000000000003 | 2005 |  M10   |  4.0  |           |
| LASST240000000000003 | 2005 |  M09   |  4.0  |           |
| LASST240000000000003 | 2005 |  M08   |  4.1  |           |
| LASST240000000000003 | 2005 |  M07   |  4.1  |           |
| LASST240000000000003 | 2005 |  M06   |  4.2  |           |
| LASST240000000000003 | 2005 |  M05   |  4.2  |           |
| LASST240000000000003 | 2005 |  M04   |  4.3  |           |
| LASST240000000000003 | 2005 |  M03   |  4.3  |           |
| LASST240000000000003 | 2005 |  M02   |  4.3  |           |
| LASST240000000000003 | 2005 |  M01   |  4.3  |           |
| LASST240000000000003 | 2004 |  M12   |  4.3  |           |
| LASST240000000000003 | 2004 |  M11   |  4.2  |           |
| LASST240000000000003 | 2004 |  M10   |  4.2  |           |
| LASST240000000000003 | 2004 |  M09   |  4.2  |           |
| LASST240000000000003 | 2004 |  M08   |  4.2  |           |
| LASST240000000000003 | 2004 |  M07   |  4.2  |           |
| LASST240000000000003 | 2004 |  M06   |  4.2  |           |
| LASST240000000000003 | 2004 |  M05   |  4.2  |           |
| LASST240000000000003 | 2004 |  M04   |  4.3  |           |
| LASST240000000000003 | 2004 |  M03   |  4.3  |           |
| LASST240000000000003 | 2004 |  M02   |  4.3  |           |
| LASST240000000000003 | 2004 |  M01   |  4.3  |           |
| LASST240000000000003 | 2003 |  M12   |  4.3  |           |
| LASST240000000000003 | 2003 |  M11   |  4.3  |           |
| LASST240000000000003 | 2003 |  M10   |  4.4  |           |
| LASST240000000000003 | 2003 |  M09   |  4.4  |           |
| LASST240000000000003 | 2003 |  M08   |  4.4  |           |
| LASST240000000000003 | 2003 |  M07   |  4.4  |           |
| LASST240000000000003 | 2003 |  M06   |  4.5  |           |
| LASST240000000000003 | 2003 |  M05   |  4.5  |           |
| LASST240000000000003 | 2003 |  M04   |  4.5  |           |
| LASST240000000000003 | 2003 |  M03   |  4.5  |           |
