state_id,year,unemployment_rate
48,2018,5.1
48,2017,5.4
48,2016,5.5
48,2015,6.4
48,2014,6.5
48,2013,6.8
48,2012,7.4
48,2011,7.5
48,2010,8.8
48,2009,8.5
48,2008,5.3
48,2007,4.6
48,2006,4.8
48,2005,4.8
48,2004,5.2
48,2003,5.7
48,2002,6.1
48,2001,5.3
48,2000,5.4
