state_id,year,unemployment_rate
4,2018,4.1
4,2017,4.4
4,2016,5.3
4,2015,5.7
4,2014,6.9
4,2013,8.3
4,2012,9.7
4,2011,11.2
4,2010,12.2
4,2009,12.1
4,2008,9.2
4,2007,5.9
4,2006,4.9
4,2005,5.1
4,2004,5.8
4,2003,6.6
4,2002,6.8
4,2001,6.4
4,2000,4.7
