state_id,year,unemployment_rate
5,2018,3.6
5,2017,2.8
5,2016,2.8
5,2015,3.4
5,2014,4.3
5,2013,6.1
5,2012,7.5
5,2011,8.2
5,2010,8.9
5,2009,8.2
5,2008,5.9
5,2007,4.1
5,2006,3.8
5,2005,4.7
5,2004,5.3
5,2003,5.8
5,2002,5.7
5,2001,5.2
5,2000,2.7
