state_id,year,earnings,pct_change
8,2018,534661,1.9
8,2017,524773,1.5
8,2016,517154,2.0
8,2015,506774,2.4
8,2014,495073,2.0
8,2013,485538,2.7
8,2012,472745,2.5
8,2011,461113,2.9
8,2010,447938,0.3
8,2009,446481,-1.4
8,2008,452731,0.9
8,2007,448888,1.9
8,2006,440694,1.2
8,2005,435674,1.5
8,2004,429176,1.9
8,2003,421101,0.2
8,2002,420177,0.7
