state_id,year,earnings,pct_change
24,2018,897893,0.4
24,2017,894142,0.6
24,2016,888986,1.2
24,2015,878389,1.4
24,2014,865964,1.2
24,2013,855652,1.1
24,2012,846759,1.1
24,2011,837502,0.5
24,2010,833338,-0.6
24,2009,838234,-5.8
24,2008,890251,-0.9
24,2007,898426,0.9
24,2006,890161,1.4
24,2005,877853,0.8
24,2004,871265,0.8
24,2003,864109,-1.2
24,2002,874488,-1.1
