state_id,year,unemployment_rate
7,2018,3.6
7,2017,4.2
7,2016,4.6
7,2015,4.6
7,2014,5.2
7,2013,6.2
7,2012,7.2
7,2011,7.2
7,2010,8.0
7,2009,8.7
7,2008,6.8
7,2007,3.7
7,2006,3.4
7,2005,4.1
7,2004,4.0
7,2003,3.9
7,2002,4.1
7,2001,3.7
7,2000,3.9
