state_id,year,unemployment_rate
37,2018,4.3
37,2017,4.2
37,2016,4.3
37,2015,5.1
37,2014,6.1
37,2013,7.3
37,2012,8.6
37,2011,9.2
37,2010,10.1
37,2009,10.9
37,2008,9.5
37,2007,5.3
37,2006,5.2
37,2005,5.7
37,2004,6.7
37,2003,7.8
37,2002,7.6
37,2001,7.8
37,2000,5.2
