state_id,year,unemployment_rate
44,2018,3.2
44,2017,3.1
44,2016,3.3
44,2015,3.6
44,2014,3.6
44,2013,4.2
44,2012,5.0
44,2011,6.0
44,2010,7.6
44,2009,7.8
44,2008,5.5
44,2007,2.9
44,2006,2.5
44,2005,3.7
44,2004,4.5
44,2003,5.4
44,2002,5.9
44,2001,5.2
44,2000,3.8
