state_id,year,earnings,pct_change
15,2018,1309819,0.7
15,2017,1301192,-0.1
15,2016,1302244,0.6
15,2015,1294792,1.1
15,2014,1280166,1.5
15,2013,1261380,1.6
15,2012,1241299,1.9
15,2011,1218484,1.4
15,2010,1201166,-0.6
15,2009,1208333,-3.7
15,2008,1254870,0.2
15,2007,1252387,1.0
15,2006,1240335,1.8
15,2005,1218487,1.9
15,2004,1195269,1.5
15,2003,1177501,-0.7
15,2002,1185662,-1.3
