state_id,year,unemployment_rate
46,2018,2.8
46,2017,3.4
46,2016,4.1
46,2015,4.1
46,2014,4.9
46,2013,5.5
46,2012,5.8
46,2011,6.4
46,2010,6.8
46,2009,7.4
46,2008,5.1
46,2007,3.3
46,2006,3.0
46,2005,3.3
46,2004,3.7
46,2003,3.9
46,2002,4.2
46,2001,4.2
46,2000,2.2
