state_id,year,earnings,pct_change
50,2018,207335,1.7
50,2017,203816,-0.6
50,2016,205040,-5.1
50,2015,215998,-1.0
50,2014,218127,2.2
50,2013,213355,0.5
50,2012,212192,1.6
50,2011,208892,1.8
50,2010,205226,-2.1
50,2009,209729,-6.2
50,2008,223575,3.1
50,2007,216839,4.5
50,2006,207465,6.3
50,2005,195241,4.0
50,2004,187822,2.4
50,2003,183403,0.8
50,2002,182026,0.7
