state_id,year,earnings,pct_change
14,2018,2659130,1.2
14,2017,2627391,1.2
14,2016,2595568,1.7
14,2015,2551010,2.0
14,2014,2499895,1.7
14,2013,2458260,1.6
14,2012,2418425,2.5
14,2011,2358957,2.4
14,2010,2304768,0.4
14,2009,2296457,-6.8
14,2008,2463458,-1.6
14,2007,2503031,0.3
14,2006,2494391,0.7
14,2005,2476047,1.0
14,2004,2451737,1.0
14,2003,2427271,-0.7
14,2002,2443987,-1.7
