+----------------------+------+--------+-------+-----------+
|      series id       | year | period | value | footnotes |
+----------------------+------+--------+-------+-----------+
| LASST560000000000003 | 2018 |  M12   |  4.1  |           |
| LASST560000000000003 | 2018 |  M11   |  4.1  |           |
| LASST560000000000003 | 2018 |  M10   |  4.2  |           |
| LASST560000000000003 | 2018 |  M09   |  4.2  |           |
| LASST560000000000003 | 2018 |  M08   |  4.2  |           |
| LASST560000000000003 | 2018 |  M07   |  4.1  |           |
| LASST560000000000003 | 2018 |  M06   |  4.1  |           |
| LASST560000000000003 | 2018 |  M05   |  4.0  |           |
| LASST560000000000003 | 2018 |  M04   |  4.0  |           |
| LASST560000000000003 | 2018 |  M03   |  3.9  |           |
| LASST560000000000003 | 2018 |  M02   |  4.0  |           |
| LASST560000000000003 | 2018 |  M01   |  4.0  |           |
| LASST560000000000003 | 2017 |  M12   |  4.1  |           |
| LASST560000000000003 | 2017 |  M11   |  4.1  |           |
| LASST560000000000003 | 2017 |  M10   |  4.2  |           |
| LASST560000000000003 | 2017 |  M09   |  4.2  |           |
| LASST560000000000003 | 2017 |  M08   |  4.1  |           |
| LASST560000000000003 | 2017 |  M07   |  4.1  |           |
| LASST560000000000003 | 2017 |  M06   |  4.1  |           |
| LASST560000000000003 | 2017 |  M05   |  4.0  |           |
| LASST560000000000003 | 2017 |  M04   |  4.1  |           |
| LASST560000000000003 | 2017 |  M03   |  4.2  |           |
| LASST560000000000003 | 2017 |  M02   |  4.4  |           |
| LASST560000000000003 | 2017 |  M01   |  4.6  |           |
| LASST560000000000003 | 2016 |  M12   |  4.8  |           |
| LASST560000000000003 | 2016 |  M11   |  4.9  |           |
| LASST560000000000003 | 2016 |  M10   |  5.1  |           |
| LASST560000000000003 | 2016 |  M09   |  5.2  |           |
| LASST560000000000003 | 2016 |  M08   |  5.3  |           |
| LASST560000000000003 | 2016 |  M07   |  5.5  |           |
| LASST560000000000003 | 2016 |  M06   |  5.6  |           |
| LASST560000000000003 | 2016 |  M05   |  5.7  |           |
| LASST560000000000003 | 2016 |  M04   |  5.7  |           |
| LASST560000000000003 | 2016 |  M03   |  5.6  |           |
| LASST560000000000003 | 2016 |  M02   |  5.4  |           |
| LASST560000000000003 | 2016 |  M01   |  5.1  |           |
| LASST560000000000003 | 2015 |  M12   |  4.9  |           |
| LASST560000000000003 | 2015 |  M11   |  4.6  |           |
