state_id,year,unemployment_rate
33,2018,3.7
33,2017,4.2
33,2016,5.0
33,2015,5.4
33,2014,5.8
33,2013,7.0
33,2012,9.0
33,2011,9.8
33,2010,10.4
33,2009,11.2
33,2008,9.1
33,2007,4.9
33,2006,4.7
33,2005,4.8
33,2004,5.4
33,2003,6.0
33,2002,6.5
33,2001,6.7
33,2000,4.2
