state_id,year,unemployment_rate
27,2018,2.8
27,2017,2.9
27,2016,3.1
27,2015,3.0
27,2014,3.0
27,2013,3.6
27,2012,4.0
27,2011,4.2
27,2010,4.5
27,2009,4.8
27,2008,3.9
27,2007,3.0
27,2006,3.0
27,2005,3.5
27,2004,3.9
27,2003,3.9
27,2002,3.7
27,2001,3.5
27,2000,2.9
