state_id,year,unemployment_rate
34,2018,2.6
34,2017,2.7
34,2016,2.9
34,2015,3.0
34,2014,2.6
34,2013,2.8
34,2012,3.1
34,2011,3.3
34,2010,3.6
34,2009,4.0
34,2008,3.7
34,2007,3.0
34,2006,3.2
34,2005,3.3
34,2004,3.4
34,2003,3.5
34,2002,3.8
34,2001,3.3
34,2000,2.9
