state_id,year,earnings,pct_change
30,2018,3472611,1.1
30,2017,3435139,1.6
30,2016,3382178,2.0
30,2015,3317218,1.6
30,2014,3263453,0.9
30,2013,3235655,1.3
30,2012,3194470,1.2
30,2011,3156538,0.7
30,2010,3135081,-0.7
30,2009,3158235,-4.9
30,2008,3321919,-0.8
30,2007,3349749,0.3
30,2006,3340229,0.9
30,2005,3308847,1.1
30,2004,3274157,0.4
30,2003,3262121,-0.4
30,2002,3275702,-0.9
