state_id,year,unemployment_rate
14,2018,3.5
14,2017,3.3
14,2016,4.0
14,2015,4.6
14,2014,5.5
14,2013,6.5
14,2012,8.4
14,2011,8.8
14,2010,9.4
14,2009,10.8
14,2008,8.2
14,2007,4.7
14,2006,4.8
14,2005,5.3
14,2004,5.6
14,2003,5.2
14,2002,5.0
14,2001,5.3
14,2000,3.1
