state_id,year,unemployment_rate
28,2018,4.4
28,2017,4.8
28,2016,5.3
28,2015,6.3
28,2014,7.3
28,2013,8.8
28,2012,10.5
28,2011,12.3
28,2010,13.6
28,2009,12.7
28,2008,9.0
28,2007,5.0
28,2006,4.1
28,2005,3.9
28,2004,4.1
28,2003,4.7
28,2002,5.3
28,2001,6.1
28,2000,4.6
