state_id,year,earnings,pct_change
34,2018,346756,1.0
34,2017,343190,-0.7
34,2016,345688,-5.8
34,2015,367138,-2.4
34,2014,376049,4.6
34,2013,359414,4.3
34,2012,344538,10.2
34,2011,312524,7.3
34,2010,291317,2.7
34,2009,283716,-0.8
34,2008,286096,3.0
34,2007,277659,2.2
34,2006,271603,2.6
34,2005,264609,2.6
34,2004,258025,2.5
34,2003,251672,0.7
34,2002,249821,-0.4
