state_id,year,earnings,pct_change
6,2018,1449072,0.5
6,2017,1442388,0.5
6,2016,1435521,0.5
6,2015,1428395,0.8
6,2014,1417753,0.9
6,2013,1405206,1.0
6,2012,1391749,1.2
6,2011,1374773,1.6
6,2010,1353600,-1.1
6,2009,1368972,-4.8
6,2008,1437388,-0.1
6,2007,1439191,1.0
6,2006,1425174,1.1
6,2005,1409194,0.8
6,2004,1398093,0.6
6,2003,1390345,-1.3
6,2002,1408923,-1.5
