state_id,year,unemployment_rate
17,2018,4.3
17,2017,4.4
17,2016,5.2
17,2015,5.3
17,2014,5.5
17,2013,7.7
17,2012,8.1
17,2011,8.6
17,2010,10.0
17,2009,10.6
17,2008,8.4
17,2007,5.4
17,2006,5.6
17,2005,6.0
17,2004,5.3
17,2003,5.8
17,2002,5.9
17,2001,5.9
17,2000,4.4
