state_id,year,earnings,pct_change
1,2018,246319,-0.2
1,2017,246852,-1.4
1,2016,250255,-2.0
1,2015,255274,0.7
1,2014,253462,0.8
1,2013,251347,1.1
1,2012,248576,2.3
1,2011,243086,2.4
1,2010,237454,1.1
1,2009,234919,-1.2
1,2008,237708,1.5
1,2007,234309,1.2
1,2006,231542,2.3
1,2005,226441,2.5
1,2004,220849,2.4
1,2003,215626,1.8
1,2002,211903,1.1
