state_id,year,unemployment_rate
13,2018,4.3
13,2017,4.6
13,2016,5.4
13,2015,6.0
13,2014,6.1
13,2013,8.5
13,2012,9.1
13,2011,9.4
13,2010,9.5
13,2009,11.3
13,2008,7.8
13,2007,5.4
13,2006,4.4
13,2005,5.3
13,2004,6.0
13,2003,6.5
13,2002,6.6
13,2001,6.2
13,2000,4.6
