state_id,year,earnings,pct_change
5,2018,2255703,2.6
5,2017,2197742,2.4
5,2016,2146791,2.3
5,2015,2097611,3.4
5,2014,2029168,3.9
5,2013,1952166,3.2
5,2012,1891870,2.8
5,2011,1839905,2.1
5,2010,1802165,-1.5
5,2009,1828955,-5.9
5,2008,1943153,0.4
5,2007,1934618,2.3
5,2006,1890640,2.6
5,2005,1843544,2.4
5,2004,1800646,1.3
5,2003,1776722,-2.1
5,2002,1814307,-3.1
