state_id,year,unemployment_rate
21,2018,3.1
21,2017,3.6
21,2016,3.8
21,2015,4.4
21,2014,5.2
21,2013,6.3
21,2012,6.8
21,2011,6.8
21,2010,7.8
21,2009,8.8
21,2008,6.8
21,2007,4.6
21,2006,4.8
21,2005,4.9
21,2004,4.9
21,2003,5.6
21,2002,5.6
21,2001,4.6
21,2000,2.8
