state_id,year,earnings,pct_change
33,2018,3710090,2.1
33,2017,3633435,1.9
33,2016,3565929,2.6
33,2015,3474750,2.9
33,2014,3375660,2.6
33,2013,3291488,2.0
33,2012,3226792,2.2
33,2011,3158293,1.8
33,2010,3102309,-1.1
33,2009,3137127,-6.6
33,2008,3358606,-0.9
33,2007,3388881,2.5
33,2006,3305395,3.0
33,2005,3208940,2.2
33,2004,3141074,1.5
33,2003,3093372,-1.3
33,2002,3132633,-1.9
