state_id,year,unemployment_rate
20,2018,3.7
20,2017,4.2
20,2016,4.4
20,2015,4.7
20,2014,5.5
20,2013,6.2
20,2012,6.9
20,2011,7.0
20,2010,7.5
20,2009,7.7
20,2008,5.7
20,2007,3.3
20,2006,3.7
20,2005,3.8
20,2004,4.3
20,2003,4.3
20,2002,4.4
20,2001,4.6
20,2000,3.6
